Region,Constituency,Option,Votes,Seats
Castilla y León,Burgos,EQUO,1938,0
Castilla y León,Burgos,PACMA,1007,0
Castilla y León,Burgos,PUM+J,605,0
Castilla y León,Burgos,ANTICAPITALISTAS,502,0
Castilla y León,Burgos,SAIn,454,0
Castilla y León,Burgos,PCAS,1515,0
Castilla y León,Burgos,CCD,203,0
Castilla y León,León,Abstención,149802,0
Castilla y León,León,Votos en blanco,5470,0
Castilla y León,León,Votos nulos,4616,0
Castilla y León,León,PP,152672,3
Castilla y León,León,PSOE,100210,2
Castilla y León,León,IU-LV,15598,0
Castilla y León,León,UPyD,13672,0
Castilla y León,León,EQUO,2154,0
Castilla y León,León,PACMA,1074,0
Castilla y León,León,PUM+J,565,0
Castilla y León,León,P.C.P.E.,502,0
Castilla y León,León,UCE,152,0
Castilla y León,León,PREPAL,1221,0
Castilla y León,Palencia,Abstención,39592,0
Castilla y León,Palencia,Votos en blanco,1775,0
Castilla y León,Palencia,Votos nulos,1644,0
Castilla y León,Palencia,PP,58759,2
Castilla y León,Palencia,PSOE,33328,1
Castilla y León,Palencia,IU-LV,6259,0
Castilla y León,Palencia,UPyD,4686,0
Castilla y León,Palencia,PACMA,352,0
Castilla y León,Palencia,PUM+J,249,0
Castilla y León,Palencia,UCE,77,0
Castilla y León,Palencia,SAIn,89,0
Castilla y León,Palencia,FE de las JONS,234,0
Castilla y León,Palencia,PCAS,565,0
Castilla y León,Palencia,U.R.C.L.,174,0
Castilla y León,Salamanca,Abstención,94430,0
Castilla y León,Salamanca,Votos en blanco,3223,0
Castilla y León,Salamanca,Votos nulos,2905,0
Castilla y León,Salamanca,PP,128887,3
Castilla y León,Salamanca,PSOE,56331,1
Castilla y León,Salamanca,IU-LV,9256,0
Castilla y León,Salamanca,UPyD,13276,0
Castilla y León,Salamanca,EQUO,1648,0
Castilla y León,Salamanca,PACMA,584,0
Castilla y León,Salamanca,Eb,686,0
Castilla y León,Salamanca,UCE,161,0
Castilla y León,Salamanca,PREPAL,408,0
Castilla y León,Salamanca,H.D.,206,0
Castilla y León,Segovia,Abstención,29212,0
Castilla y León,Segovia,Votos en blanco,1477,0
Castilla y León,Segovia,Votos nulos,1780,0
Castilla y León,Segovia,PP,52173,2
Castilla y León,Segovia,PSOE,24780,1
Castilla y León,Segovia,IU-LV,5237,0
Castilla y León,Segovia,UPyD,6889,0
Castilla y León,Segovia,EQUO,981,0
Castilla y León,Segovia,PACMA,353,0
Castilla y León,Segovia,PUM+J,237,0
Castilla y León,Segovia,UCE,115,0
Castilla y León,Segovia,FE de las JONS,247,0
Castilla y León,Soria,Abstención,25103,0
Castilla y León,Soria,Votos en blanco,1295,0
Castilla y León,Soria,Votos nulos,1161,0
Castilla y León,Soria,PP,28063,1
Castilla y León,Soria,PSOE,16066,1
Castilla y León,Soria,IU-LV,2385,0
Castilla y León,Soria,UPyD,2190,0
Castilla y León,Soria,EQUO,559,0
Castilla y León,Soria,PACMA,152,0
Castilla y León,Soria,PUM+J,127,0
Castilla y León,Soria,UCE,73,0
Castilla y León,Soria,D.N.,181,0
Castilla y León,Valladolid,Abstención,104467,0
Castilla y León,Valladolid,Votos en blanco,4719,0
Castilla y León,Valladolid,Votos nulos,3677,0
Castilla y León,Valladolid,PP,172671,3
Castilla y León,Valladolid,PSOE,94521,2
Castilla y León,Valladolid,IU-LV,24223,0
Castilla y León,Valladolid,UPyD,23536,0
Castilla y León,Valladolid,EQUO,2161,0
Castilla y León,Valladolid,PACMA,1244,0
Castilla y León,Valladolid,PUM+J,581,0
Castilla y León,Valladolid,P.C.P.E.,380,0
Castilla y León,Valladolid,UCE,167,0
Castilla y León,Valladolid,SAIn,344,0
Castilla y León,Valladolid,FE de las JONS,522,0
Castilla y León,Valladolid,D.N.,426,0
Castilla y León,Valladolid,CCD,303,0
Castilla y León,Valladolid,U.R.C.L.,535,0
Castilla y León,Zamora,Abstención,58606,0
Castilla y León,Zamora,Votos en blanco,2057,0
Castilla y León,Zamora,Votos nulos,1637,0
Castilla y León,Zamora,PP,68228,2
Castilla y León,Zamora,PSOE,35059,1
Castilla y León,Zamora,IU-LV,6161,0
Castilla y León,Zamora,UPyD,4641,0
Castilla y León,Zamora,PACMA,395,0
Castilla y León,Zamora,Eb,649,0
Castilla y León,Zamora,PUM+J,298,0
Castilla y León,Zamora,ANTICAPITALISTAS,205,0
Castilla y León,Zamora,PREPAL,429,0
Cataluña,Barcelona,Abstención,1373190,0
Cataluña,Barcelona,Votos en blanco,46738,0
Cataluña,Barcelona,Votos nulos,39462,0
Cataluña,Barcelona,PP,547376,7
Cataluña,Barcelona,PSOE,727220,10
Cataluña,Barcelona,IU-LV,237327,3
Cataluña,Barcelona,UPyD,33111,0
Cataluña,Barcelona,CiU,710178,9
Cataluña,Barcelona,ESQUERRA,169601,2
Cataluña,Barcelona,PACMA,18638,0
Cataluña,Barcelona,Eb,40054,0
Cataluña,Barcelona,PxC,53142,0
Cataluña,Barcelona,ANTICAPITALISTAS,11346,0
Cataluña,Barcelona,PIRATA.CAT,17393,0
Cataluña,Barcelona,UCE,3341,0
Cataluña,Girona,Abstención,187853,0
Cataluña,Girona,Votos en blanco,5572,0
Cataluña,Girona,Votos nulos,5808,0
Cataluña,Girona,PP,49617,1
Cataluña,Girona,PSOE,65674,1
Cataluña,Girona,IU-LV,16777,0
Cataluña,Girona,UPyD,1798,0
Cataluña,Girona,CiU,120156,3
Cataluña,Girona,ESQUERRA,33000,1
Cataluña,Girona,PACMA,2163,0
Cataluña,Girona,Eb,5206,0
Cataluña,Girona,PxC,2636,0
Cataluña,Girona,P.C.P.E.,480,0
Cataluña,Girona,ANTICAPITALISTAS,1099,0
Cataluña,Girona,PIRATA.CAT,1865,0
Cataluña,Girona,UCE,205,0
Cataluña,Lleida,Abstención,117433,0
Cataluña,Lleida,Votos en blanco,4468,0
Cataluña,Lleida,Votos nulos,3644,0
Cataluña,Lleida,PP,37401,1
Cataluña,Lleida,PSOE,39157,1
Cataluña,Lleida,IU-LV,7487,0
Cataluña,Lleida,UPyD,1069,0
Cataluña,Lleida,CiU,79511,2
Cataluña,Lleida,ESQUERRA,16529,0
Cataluña,Lleida,PACMA,892,0
Cataluña,Lleida,Eb,2573,0
Cataluña,Lleida,PxC,1074,0
Cataluña,Lleida,PUM+J,366,0
Cataluña,Lleida,P.C.P.E.,355,0
Cataluña,Lleida,ANTICAPITALISTAS,551,0
Cataluña,Lleida,PIRATA.CAT,915,0
Cataluña,Lleida,UCE,91,0
Cataluña,Tarragona,Abstención,201555,0
Cataluña,Tarragona,Votos en blanco,7106,0
Cataluña,Tarragona,Votos nulos,6536,0
Cataluña,Tarragona,PP,81977,2
Cataluña,Tarragona,PSOE,90496,2
Cataluña,Tarragona,IU-LV,18561,0
Cataluña,Tarragona,UPyD,3672,0
Cataluña,Tarragona,CiU,105846,2
Cataluña,Tarragona,ESQUERRA,25724,0
Cataluña,Tarragona,PACMA,2133,0
Cataluña,Tarragona,Eb,3046,0
Cataluña,Tarragona,PxC,3097,0
Cataluña,Tarragona,P.C.P.E.,712,0
Cataluña,Tarragona,ANTICAPITALISTAS,880,0
Cataluña,Tarragona,PIRATA.CAT,1703,0
Cataluña,Tarragona,UCE,267,0
Cataluña,Tarragona,HARTOS.ORG,1069,0
Cataluña,Tarragona,PRE-R,419,0
Extremadura,Badajoz,Abstención,143366,0
Extremadura,Badajoz,Votos en blanco,4832,0
Extremadura,Badajoz,Votos nulos,5260,0
Extremadura,Badajoz,PP,207068,4
Extremadura,Badajoz,PSOE,153692,2
Extremadura,Badajoz,IU-LV,24344,0
Extremadura,Badajoz,UPyD,14174,0
Extremadura,Badajoz,EQUO,1801,0
Extremadura,Badajoz,PACMA,1371,0
Extremadura,Badajoz,PUM+J,986,0
Extremadura,Badajoz,CEx,574,0
Extremadura,Cáceres,Abstención,93898,0
Extremadura,Cáceres,Votos en blanco,2941,0
Extremadura,Cáceres,Votos nulos,4209,0
Extremadura,Cáceres,PP,132169,2
Extremadura,Cáceres,PSOE,92822,2
Extremadura,Cáceres,IU-LV,13422,0
Extremadura,Cáceres,UPyD,8739,0
Extremadura,Cáceres,EQUO,1695,0
Extremadura,Cáceres,PACMA,886,0
Extremadura,Cáceres,PUM+J,544,0
Extremadura,Cáceres,UCE,256,0
Extremadura,Cáceres,CEx,516,0
Galicia,A Coruña,Abstención,408395,0
Galicia,A Coruña,Votos en blanco,12173,0
Galicia,A Coruña,Votos nulos,10520,0
Galicia,A Coruña,PP,343270,5
Galicia,A Coruña,PSOE,182056,2
Galicia,A Coruña,IU-LV,30557,0
Galicia,A Coruña,UPyD,8812,0
Galicia,A Coruña,EQUO,4802,0
Galicia,A Coruña,BNG,77945,1
Galicia,A Coruña,PACMA,2709,0
Galicia,A Coruña,PUM+J,1241,0
Galicia,A Coruña,P.C.P.E.,776,0
Galicia,A Coruña,UCE,319,0
Galicia,A Coruña,PH,694,0
Galicia,A Coruña,SAIn,476,0
Galicia,A Coruña,C.XXI,487,0
Galicia,Lugo,Abstención,130472,0
Galicia,Lugo,Votos en blanco,3628,0
Galicia,Lugo,Votos nulos,3944,0
Galicia,Lugo,PP,121422,3
Galicia,Lugo,PSOE,61357,1
Galicia,Lugo,IU-LV,6603,0
Galicia,Lugo,UPyD,2020,0
Galicia,Lugo,BNG,19811,0
Galicia,Lugo,PACMA,1054,0
Galicia,Lugo,UCE,293,0
Galicia,Lugo,C.XXI,247,0
Galicia,Ourense,Abstención,155539,0
Galicia,Ourense,Votos en blanco,2857,0
Galicia,Ourense,Votos nulos,2854,0
Galicia,Ourense,PP,115796,3
Galicia,Ourense,PSOE,57340,1
Galicia,Ourense,IU-LV,4757,0
Galicia,Ourense,UPyD,1677,0
Galicia,Ourense,EQUO,1125,0
Galicia,Ourense,BNG,19054,0
Galicia,Ourense,PACMA,679,0
Galicia,Ourense,PUM+J,654,0
Galicia,Ourense,UCE,156,0
Galicia,Ourense,C.XXI,191,0
Galicia,Pontevedra,Abstención,321569,0
Galicia,Pontevedra,Votos en blanco,8068,0
Galicia,Pontevedra,Votos nulos,9706,0
Galicia,Pontevedra,PP,284079,4
Galicia,Pontevedra,PSOE,156880,2
Galicia,Pontevedra,IU-LV,25834,0
Galicia,Pontevedra,UPyD,7460,0
Galicia,Pontevedra,EQUO,4132,0
Galicia,Pontevedra,BNG,67227,1
Galicia,Pontevedra,PACMA,2932,0
Galicia,Pontevedra,P.C.P.E.,809,0
Galicia,Pontevedra,UCE,432,0
Galicia,Pontevedra,SAIn,408,0
Galicia,Pontevedra,C.XXI,518,0
Comunidad de Madrid,Madrid,Abstención,1244448,0
Comunidad de Madrid,Madrid,Votos en blanco,35093,0
Comunidad de Madrid,Madrid,Votos nulos,35526,0
Comunidad de Madrid,Madrid,PP,1719709,19
Comunidad de Madrid,Madrid,PSOE,878724,10
Comunidad de Madrid,Madrid,IU-LV,271209,3
Comunidad de Madrid,Madrid,UPyD,347354,4
Comunidad de Madrid,Madrid,EQUO,65169,0
Comunidad de Madrid,Madrid,PACMA,13136,0
Comunidad de Madrid,Madrid,FAC,6645,0
Comunidad de Madrid,Madrid,Eb,12877,0
Comunidad de Madrid,Madrid,PUM+J,5314,0
Comunidad de Madrid,Madrid,P.C.P.E.,3815,0
Comunidad de Madrid,Madrid,ANTICAPITALISTAS,4268,0
Comunidad de Madrid,Madrid,UCE,875,0
Comunidad de Madrid,Madrid,PH,2706,0
Comunidad de Madrid,Madrid,SAIn,1350,0
Comunidad de Madrid,Madrid,RPS,2183,0
Comunidad de Madrid,Madrid,P-LIB,1655,0
Comunidad de Madrid,Madrid,POSI,1723,0
Comunidad Foral de Navarra,Navarra,Abstención,151771,0
Comunidad Foral de Navarra,Navarra,Votos en blanco,6707,0
Comunidad Foral de Navarra,Navarra,Votos nulos,5355,0
Comunidad Foral de Navarra,Navarra,PP,126516,2
Comunidad Foral de Navarra,Navarra,PSOE,72892,1
Comunidad Foral de Navarra,Navarra,IU-LV,18251,0
Comunidad Foral de Navarra,Navarra,UPyD,6829,0
Comunidad Foral de Navarra,Navarra,AMAIUR,49208,1
Comunidad Foral de Navarra,Navarra,EQUO,3656,0
